tokenInText	tokenInSentence	sentenceNumber	token	posTag	lemma	neTag
2607	29	119	's	VBZ	'	
2608	30	119	going	VBG	go	
2609	31	119	to	TO	to	
2610	32	119	happen	VB	happen	
2611	33	119	to	IN	to	
2612	34	119	me	PRP	me	
2613	35	119	.	.	.	
2614	36	119	"	''	"	
2615	1	120	Modeling	NN	modeling	
2616	2	120	is	VBZ	be	
2617	3	120	a	DT	a	
2618	4	120	key	JJ	key	
2619	5	120	issue	NN	issue	
2620	6	120	in	IN	in	
2621	7	120	all	DT	all	
2622	8	120	households	NNS	household	
2623	9	120	,	,	,	
2624	10	120	including	VBG	include	
2625	11	120	wealthy	JJ	wealthy	
2626	12	120	ones	NNS	one	
2627	13	120	,	,	,	
2628	14	120	psychologists	NNS	psychologist	
2629	15	120	say	VBP	say	
2630	16	120	.	.	.	
2631	1	121	"	``	"	
2632	2	121	You	PRP	you	
2633	3	121	are	VBP	be	
2634	4	121	literally	RB	literally	
2635	5	121	displaying	VBG	display	
2636	6	121	a	DT	a	
2637	7	121	behavior	NN	behavior	
2638	8	121	and	CC	and	
2639	9	121	then	RB	then	
2640	10	121	younger	JJR	young	
2641	11	121	people	NNS	people	
2642	12	121	who	WP	who	
2643	13	121	are	VBP	be	
2644	14	121	more	RBR	more	
2645	15	121	prone	JJ	prone	
2646	16	121	to	IN	to	
2647	17	121	being	VBG	be	
2648	18	121	influenced	VBN	influence	
2649	19	121	by	IN	by	
2650	20	121	things	NNS	thing	
2651	21	121	see	VBP	see	
2652	22	121	it	PRP	it	
2653	23	121	and	CC	and	
2654	24	121	there	EX	there	
2655	25	121	's	VBZ	'	
2656	26	121	a	DT	a	
2657	27	121	sense	NN	sense	
2658	28	121	of	IN	of	
2659	29	121	entitlement	NN	entitlement	
2660	30	121	by	IN	by	
2661	31	121	some	DT	some	
2662	32	121	people	NNS	people	
2663	33	121	with	IN	with	
2664	34	121	money	NN	money	
2665	35	121	,	,	,	
2666	36	121	not	RB	not	
2667	37	121	all	DT	all	
2668	38	121	people	NNS	people	
2669	39	121	,	,	,	
2670	40	121	and	CC	and	
2671	41	121	there	EX	there	
2672	42	121	's	VBZ	'	
2673	43	121	also	RB	also	
2674	44	121	a	DT	a	
2675	45	121	sense	NN	sense	
2676	46	121	that	IN	that	
2677	47	121	you	PRP	you	
2678	48	121	're	VBP	're	
2679	49	121	not	RB	not	
2680	50	121	being	VBG	be	
2681	51	121	corrected	VBN	correct	
2682	52	121	if	IN	if	
2683	53	121	you	PRP	you	
2684	54	121	're	VBP	're	
2685	55	121	getting	VBG	get	
2686	56	121	away	RB	away	
2687	57	121	with	IN	with	
2688	58	121	things	NNS	thing	
2689	59	121	,	,	,	
2690	60	121	"	''	"	
2691	61	121	said	VBD	say	
2692	62	121	Harris	NNP	harris	PERSON
2693	63	121	Stratyner	NNP	stratyner	PERSON
2694	64	121	,	,	,	
2695	65	121	a	DT	a	
2696	66	121	Manhattan	NNP	manhattan	GPE
2697	67	121	psychologist	NN	psychologist	
2698	68	121	who	WP	who	
2699	69	121	works	VBZ	work	
2700	70	121	primarily	RB	primarily	
2701	71	121	with	IN	with	
2702	72	121	wealthy	JJ	wealthy	
2703	73	121	families	NNS	family	
2704	74	121	.	.	.	
2705	1	122	"	``	"	
2706	2	122	It	PRP	it	
2707	3	122	's	VBZ	'	
2708	4	122	what	WP	what	
2709	5	122	we	PRP	we	
2710	6	122	call	VBP	call	
2711	7	122	acquired	VBN	acquire	
2712	8	122	narcissism	NN	narcissism	
2713	9	122	.	.	.	
2714	1	123	Some	DT	some	
2715	2	123	people	NNS	people	
2716	3	123	,	,	,	
2717	4	123	young	JJ	young	
2718	5	123	kids	NNS	kid	
2719	6	123	,	,	,	
2720	7	123	learn	VB	learn	
2721	8	123	to	TO	to	
2722	9	123	be	VB	be	
2723	10	123	narcissistic	JJ	narcissistic	
2724	11	123	,	,	,	
2725	12	123	"	''	"	
2726	13	123	said	VBD	say	
2727	14	123	Stratyner	NNP	stratyner	PERSON
2728	15	123	,	,	,	
2729	16	123	who	WP	who	
2730	17	123	is	VBZ	be	
2731	18	123	also	RB	also	
2732	19	123	regional	JJ	regional	
2733	20	123	clinical	JJ	clinical	
2734	21	123	vice	NN	vice	
2735	22	123	president	NN	president	
2736	23	123	of	IN	of	
2737	24	123	the	DT	the	ORG
2738	25	123	Caron	NNP	caron	ORG
2739	26	123	Treatment	NNP	treatment	ORG
2740	27	123	Centers	NNPS	centers	ORG
2741	28	123	in	IN	in	
2742	29	123	New	NNP	new	GPE
2743	30	123	York	NNP	york	GPE
2744	31	123	.	.	.	
2745	1	124	Though	IN	though	
2746	2	124	T	NN	t	
2747	3	124	-	HYPH	-	
2748	4	124	Mobile	NNP	mobile	
2749	5	124	still	RB	still	
2750	6	124	wants	VBZ	want	
2751	7	124	to	TO	to	
2752	8	124	play	VB	play	
2753	9	124	games	NNS	game	
2754	10	124	with	IN	with	
2755	11	124	words	NNS	word	
2756	12	124	,	,	,	
2757	13	124	the	DT	the	
2758	14	124	company	NN	company	
2759	15	124	has	VBZ	have	
2760	16	124	admitted	VBN	admit	
2761	17	124	it	PRP	it	
2762	18	124	’s	XX	’s	
2763	19	124	slowing	VBG	slow	
2764	20	124	down	RP	down	
2765	21	124	streams	NNS	stream	
2766	22	124	as	IN	as	
2767	23	124	part	NN	part	
2768	24	124	of	IN	of	
2769	25	124	its	PRP$	its	
2770	26	124	unlimited	JJ	unlimited	
2771	27	124	video	NN	video	
2772	28	124	service	NN	service	
2773	29	124	.	.	.	
2774	1	125	T	NN	t	
2775	2	125	-	HYPH	-	
2776	3	125	Mobile	NNP	mobile	
2777	4	125	customers	NNS	customer	
2778	5	125	who	WP	who	
2779	6	125	activate	VBP	activate	
2780	7	125	the	DT	the	
2781	8	125	company	NN	company	
2782	9	125	’s	POS	’s	
2783	10	125	controversial	JJ	controversial	
2784	11	125	Binge	NNP	binge	
2785	1	126	On	IN	on	
2786	2	126	video	NN	video	
2787	3	126	service	NN	service	
2788	4	126	will	MD	will	
2789	5	126	experience	VB	experience	
2790	6	126	downgraded	VBN	downgrade	
2791	7	126	internet	NN	internet	
2792	8	126	connection	NN	connection	
2793	9	126	speeds	NNS	speed	
2794	10	126	when	WRB	when	
2795	11	126	viewing	VBG	view	
2796	12	126	videos	NNS	video	
2797	13	126	on	IN	on	
2798	14	126	YouTube	NNP	youtube	PRODUCT
2799	15	126	or	CC	or	
2800	16	126	other	JJ	other	
2801	17	126	sites	NNS	site	
2802	18	126	that	WDT	that	
2803	19	126	don’t	VBP	don’t	
2804	20	126	take	VBP	take	
2805	21	126	part	NN	part	
2806	22	126	in	IN	in	
2807	23	126	Binge	NNP	binge	GPE
2808	24	126	On	NNP	on	GPE
2809	25	126	,	,	,	
2810	26	126	a	DT	a	
2811	27	126	T	NN	t	
2812	28	126	-	HYPH	-	
2813	29	126	Mobile	NNP	mobile	
2814	30	126	spokesperson	NN	spokesperson	
2815	31	126	confirmed	VBD	confirm	
2816	32	126	today	NN	today	DATE
2817	33	126	.	.	.	
2818	1	127	They’ll	NFP	they’ll	
2819	2	127	also	RB	also	
2820	3	127	experience	VB	experience	
2821	4	127	slower	JJR	slow	
2822	5	127	speeds	NNS	speed	
2823	6	127	when	WRB	when	
2824	7	127	trying	VBG	try	
2825	8	127	to	TO	to	
2826	9	127	download	VB	download	
2827	10	127	video	NN	video	
2828	11	127	files	NNS	file	
2829	12	127	for	IN	for	
2830	13	127	offline	JJ	offline	
2831	14	127	use	NN	use	
2832	15	127	from	IN	from	
2833	16	127	websites	NNS	website	
2834	17	127	that	WDT	that	
2835	18	127	do	VBP	do	
2836	19	127	not	RB	not	
2837	20	127	participate	VB	participate	
2838	21	127	in	IN	in	
2839	22	127	Binge	NNP	binge	GPE
2840	23	127	On	NNP	on	GPE
2841	24	127	,	,	,	
2842	25	127	at	IN	at	
2843	26	127	least	JJS	least	
2844	27	127	until	IN	until	
2845	28	127	the	DT	the	
2846	29	127	customer	NN	customer	
2847	30	127	deactivates	VBZ	deactivate	
2848	31	127	the	DT	the	
2849	32	127	service	NN	service	
2850	33	127	.	.	.	
2851	1	128	The	DT	the	
2852	2	128	confirmation	NN	confirmation	
2853	3	128	brings	VBZ	bring	
2854	4	128	clarity	NN	clarity	
2855	5	128	to	IN	to	
2856	6	128	questions	NNS	question	
2857	7	128	that	WDT	that	
2858	8	128	have	VBP	have	
2859	9	128	swirled	VBN	swirl	
2860	10	128	for	IN	for	
2861	11	128	weeks	NNS	week	DATE
2862	12	128	about	IN	about	
2863	13	128	Binge	NNP	binge	PERSON
2864	14	128	On	NNP	on	PERSON
2865	15	128	.	.	.	
2866	1	129	The	DT	the	
2867	2	129	service	NN	service	
2868	3	129	,	,	,	
2869	4	129	which	WDT	which	
2870	5	129	is	VBZ	be	
2871	6	129	turned	VBN	turn	
2872	7	129	on	RP	on	
2873	8	129	by	IN	by	
2874	9	129	default	NN	default	
2875	10	129	but	CC	but	
2876	11	129	can	MD	can	
2877	12	129	be	VB	be	
2878	13	129	switched	VBN	switch	
2879	14	129	off	RP	off	
2880	15	129	at	IN	at	
2881	16	129	any	DT	any	
2882	17	129	time	NN	time	
2883	18	129	,	,	,	
2884	19	129	allows	VBZ	allow	
2885	20	129	some	DT	some	
2886	21	129	T	NN	t	
2887	22	129	-	HYPH	-	
2888	23	129	Mobile	NNP	mobile	
2889	24	129	customers	NNS	customer	
2890	25	129	to	TO	to	
2891	26	129	watch	VB	watch	
2892	27	129	unlimited	JJ	unlimited	
2893	28	129	amounts	NNS	amount	
2894	29	129	of	IN	of	
2895	30	129	video	NN	video	
2896	31	129	from	IN	from	
2897	32	129	Netflix	NNP	netflix	GPE
2898	33	129	and	CC	and	
2899	34	129	Hulu	NNP	hulu	PERSON
2900	35	129	(	-LRB-	(	
2901	36	129	which	WDT	which	
2902	37	129	are	VBP	be	
2903	38	129	T	NNP	t	
2904	39	129	-	HYPH	-	
2905	40	129	Mobile	NNP	mobile	
2906	41	129	partners	NNS	partner	
2907	42	129	)	-RRB-	)	
2908	43	129	but	CC	but	
2909	44	129	not	RB	not	
2910	45	129	YouTube	NNP	youtube	PRODUCT
2911	46	129	(	-LRB-	(	
2912	47	129	which	WDT	which	
2913	48	129	isn’t	LS	isn’t	
2914	49	129	)	-RRB-	)	
2915	50	129	without	IN	without	
2916	51	129	having	VBG	have	
2917	52	129	those	DT	those	
2918	53	129	streams	NNS	stream	
2919	54	129	count	VB	count	
2920	55	129	against	IN	against	
2921	56	129	their	PRP$	their	
2922	57	129	data	NNS	data	
2923	58	129	plans	NNS	plan	
2924	59	129	.	.	.	
2925	1	130	In	IN	in	
2926	2	130	other	JJ	other	
2927	3	130	words	NNS	word	
2928	4	130	,	,	,	
2929	5	130	the	DT	the	
2930	6	130	data	NNS	data	
2931	7	130	usage	NN	usage	
2932	8	130	exemptions	NNS	exemption	
2933	9	130	only	RB	only	
2934	10	130	apply	VBP	apply	
2935	11	130	to	IN	to	
2936	12	130	T	NN	t	
2937	13	130	-	HYPH	-	
2938	14	130	Mobile	NNP	mobile	
2939	15	130	’s	NNP	’s	
2940	16	130	partners	NNS	partner	
2941	17	130	,	,	,	
2942	18	130	and	CC	and	
2943	19	130	video	NN	video	
2944	20	130	quality	NN	quality	
2945	21	130	is	VBZ	be	
2946	22	130	limited	VBN	limit	
2947	23	130	to	IN	to	
2948	24	130	480p	CD	480p	CARDINAL
2949	25	130	,	,	,	
2950	26	130	the	DT	the	
2951	27	130	same	JJ	same	
2952	28	130	resolution	NN	resolution	
2953	29	130	that	WDT	that	
2954	30	130	DVDs	NNS	dvd	
2955	31	130	use	VBP	use	
2956	32	130	.	.	.	
2957	1	131	That	DT	that	
2958	2	131	may	MD	may	
2959	3	131	sound	VB	sound	
2960	4	131	like	IN	like	
2961	5	131	a	DT	a	
2962	6	131	good	JJ	good	
2963	7	131	tradeoff	NN	tradeoff	
2964	8	131	,	,	,	
2965	9	131	but	CC	but	
2966	10	131	a	DT	a	
2967	11	131	report	NN	report	
2968	12	131	released	VBN	release	
2969	13	131	by	IN	by	
2970	14	131	digital	JJ	digital	
2971	15	131	advocacy	NN	advocacy	
2972	16	131	group	NN	group	
2973	17	131	the	DT	the	ORG
2974	18	131	Electronic	NNP	electronic	ORG
2975	19	131	Frontier	NNP	frontier	ORG
2976	20	131	Foundation	NNP	foundation	ORG
2977	21	131	on	IN	on	
2978	22	131	Monday	NNP	monday	DATE
2979	23	131	concluded	VBD	conclude	
2980	24	131	that	IN	that	
2981	25	131	the	DT	the	
2982	26	131	service	NN	service	
2983	27	131	may	MD	may	
2984	28	131	include	VB	include	
2985	29	131	some	DT	some	
2986	30	131	side	JJ	side	
2987	31	131	effects	NNS	effect	
2988	32	131	for	IN	for	
2989	33	131	video	NN	video	
2990	34	131	sites	NNS	site	
2991	35	131	that	WDT	that	
2992	36	131	don’t	VBP	don’t	
2993	37	131	participate	VB	participate	
2994	38	131	in	IN	in	
2995	39	131	the	DT	the	
2996	40	131	program	NN	program	
2997	41	131	.	.	.	
2998	1	132	Critics	NNS	critic	
2999	2	132	have	VBP	have	
3000	3	132	worried	VBN	worry	
3001	4	132	since	IN	since	
3002	5	132	the	DT	the	
3003	6	132	beginning	NN	beginning	
3004	7	132	that	IN	that	
3005	8	132	these	DT	these	
3006	9	132	exemption	NN	exemption	
3007	10	132	policies	NNS	policy	
3008	11	132	,	,	,	
3009	12	132	also	RB	also	
3010	13	132	known	VBN	know	
3011	14	132	as	IN	as	
3012	15	132	“	.	"	
3013	1	133	zero	CD	zero	CARDINAL
3014	2	133	rating	NN	rating	
3015	3	133	,	,	,	
3016	4	133	”	NFP	"	
3017	1	134	undermine	JJ	undermine	
3018	2	134	network	NN	network	
3019	3	134	neutrality	NN	neutrality	
3020	4	134	principles	NNS	principle	
3021	5	134	.	.	.	
3022	1	135	But	CC	but	
3023	2	135	the	DT	the	
3024	3	135	EFF	NNP	eff	ORG
3025	4	135	report	NN	report	
3026	5	135	raises	VBZ	raise	
3027	6	135	other	JJ	other	
3028	7	135	questions	NNS	question	
3029	8	135	,	,	,	
3030	9	135	namely	RB	namely	
3031	10	135	the	DT	the	
3032	11	135	lack	NN	lack	
3033	12	135	of	IN	of	
3034	13	135	transparency	NN	transparency	
3035	14	135	about	IN	about	
3036	15	135	how	WRB	how	
3037	16	135	the	DT	the	
3038	17	135	service	NN	service	
3039	18	135	actually	RB	actually	
3040	19	135	works	VBZ	work	
3041	20	135	.	.	.	
3042	1	136	T	NN	t	
3043	2	136	-	HYPH	-	
3044	3	136	Mobile	NNP	mobile	
3045	4	136	has	VBZ	have	
3046	5	136	insisted	VBN	insist	
3047	6	136	that	IN	that	
3048	7	136	it	PRP	it	
3049	8	136	“	-RRB-	"	
3050	9	136	optimizes	VBZ	optimize	
3051	10	136	”	-RRB-	"	
3052	11	136	videos	NNS	video	
3053	12	136	for	IN	for	
3054	13	136	Binge	NNP	binge	
3055	14	136	On	IN	on	
3056	15	136	customers	NNS	customer	
3057	16	136	,	,	,	
3058	17	136	but	CC	but	
3059	18	136	the	DT	the	
3060	19	136	EFF	NNP	eff	ORG
3061	20	136	found	VBD	find	
3062	21	136	that	IN	that	
3063	22	136	T	NN	t	
3064	23	136	-	HYPH	-	
3065	24	136	Mobile	NNP	mobile	
3066	25	136	is	VBZ	be	
3067	26	136	actually	RB	actually	
3068	27	136	downgrading	VBG	downgrade	
3069	28	136	all	DT	all	
3070	29	136	connections	NNS	connection	
3071	30	136	to	IN	to	
3072	31	136	video	NN	video	
3073	32	136	sites	NNS	site	
3074	33	136	,	,	,	
3075	34	136	including	VBG	include	
3076	35	136	those	DT	those	
3077	36	136	that	WDT	that	
3078	37	136	aren’t	VBP	aren’t	
3079	38	136	Binge	NNP	binge	
3080	39	136	On	IN	on	
3081	40	136	partners	NNS	partner	
3082	41	136	.	.	.	
3083	1	137	As	IN	as	
3084	2	137	a	DT	a	
3085	3	137	result	NN	result	
3086	4	137	,	,	,	
3087	5	137	users	NNS	user	
3088	6	137	are	VBP	be	
3089	7	137	typically	RB	typically	
3090	8	137	served	VBN	serve	
3091	9	137	480p	CD	480p	CARDINAL
3092	10	137	versions	NNS	version	
3093	11	137	of	IN	of	
3094	12	137	nearly	RB	nearly	
3095	13	137	all	DT	all	
3096	14	137	videos	NNS	video	
3097	15	137	,	,	,	
3098	16	137	since	IN	since	
3099	17	137	sites	NNS	site	
3100	18	137	like	IN	like	
3101	19	137	YouTube	NNP	youtube	PRODUCT
3102	20	137	and	CC	and	
3103	21	137	Netflix	NNP	netflix	ORG
3104	22	137	will	MD	will	
3105	23	137	automatically	RB	automatically	
3106	24	137	route	VB	route	
3107	25	137	customers	NNS	customer	
3108	26	137	with	IN	with	
3109	27	137	slow	JJ	slow	
3110	28	137	connections	NNS	connection	
3111	29	137	to	IN	to	
3112	30	137	the	DT	the	
3113	31	137	lower	JJR	low	
3114	32	137	quality	NN	quality	
3115	33	137	stream	NN	stream	
3116	34	137	.	.	.	
3117	1	138	The	DT	the	
3118	2	138	problem	NN	problem	
3119	3	138	is	VBZ	be	
3120	4	138	that	IN	that	
3121	5	138	the	DT	the	
3122	6	138	EFF	NNP	eff	ORG
3123	7	138	found	VBD	find	
3124	8	138	is	VBZ	be	
3125	9	138	that	IN	that	
3126	10	138	connections	NNS	connection	
3127	11	138	are	VBP	be	
3128	12	138	slowed	VBN	slow	
3129	13	138	even	RB	even	
3130	14	138	when	WRB	when	
3131	15	138	users	NNS	user	
3132	16	138	try	VBP	try	
3133	17	138	to	TO	to	
3134	18	138	access	VB	access	
3135	19	138	video	NN	video	
3136	20	138	sites	NNS	site	
3137	21	138	that	WDT	that	
3138	22	138	don’t	VBP	don’t	
3139	23	138	offer	NN	offer	
3140	24	138	alternate	JJ	alternate	
3141	25	138	versions	NNS	version	
3142	26	138	.	.	.	
3143	1	139	As	IN	as	
3144	2	139	a	DT	a	
3145	3	139	result	NN	result	
3146	4	139	,	,	,	
3147	5	139	trying	VBG	try	
3148	6	139	to	TO	to	
3149	7	139	stream	VB	stream	
3150	8	139	,	,	,	
3151	9	139	say	VBP	say	
3152	10	139	,	,	,	
3153	11	139	a	DT	a	
3154	12	139	1040p	CD	1040p	
3155	13	139	video	NN	video	
3156	14	139	from	IN	from	
3157	15	139	a	DT	a	
3158	16	139	non	AFX	non	
3159	17	139	-	HYPH	-	
3160	18	139	participating	VBG	participate	
3161	19	139	site	NN	site	
3162	20	139	could	MD	could	
3163	21	139	result	VB	result	
3164	22	139	in	IN	in	
3165	23	139	choppy	JJ	choppy	
3166	24	139	video	NN	video	
3167	25	139	performance	NN	performance	
3168	26	139	if	IN	if	
3169	27	139	you	PRP	you	
3170	28	139	have	VBP	have	
3171	29	139	Binge	NNP	binge	
3172	30	139	On	IN	on	
3173	31	139	activated	JJ	activated	
3174	32	139	.	.	.	
3175	1	140	You	PRP	you	
3176	2	140	can	MD	can	
3177	3	140	switch	VB	switch	
3178	4	140	Binge	NNP	binge	PERSON
3179	5	140	On	IN	on	
3180	6	140	off	IN	off	
3181	7	140	to	TO	to	
3182	8	140	get	VB	get	
3183	9	140	the	DT	the	
3184	10	140	full	JJ	full	
3185	11	140	speed	NN	speed	
3186	12	140	back	RB	back	
3187	13	140	,	,	,	
3188	14	140	but	CC	but	
3189	15	140	in	IN	in	
3190	16	140	order	NN	order	
3191	17	140	to	TO	to	
3192	18	140	do	VB	do	
3193	19	140	that	IN	that	
3194	20	140	you	PRP	you	
3195	21	140	have	VBP	have	
3196	22	140	to	TO	to	
3197	23	140	know	VB	know	
3198	24	140	that	IN	that	
3199	25	140	Binge	NNP	binge	PERSON
3200	26	140	On	IN	on	
3201	27	140	,	,	,	
3202	28	140	not	RB	not	
3203	29	140	the	DT	the	
3204	30	140	site	NN	site	
3205	31	140	,	,	,	
3206	32	140	is	VBZ	be	
3207	33	140	responsible	JJ	responsible	
3208	34	140	for	IN	for	
3209	35	140	the	DT	the	
3210	36	140	degraded	JJ	degraded	
3211	37	140	performance	NN	performance	
3212	38	140	.	.	.	
3213	1	141	Brazil	NNP	brazil	GPE
3214	2	141	;	:	;	
3215	1	142	Portuguese	JJ	portuguese	NORP
3216	2	142	:	:	:	
3217	3	142	Brasil	NN	brasil	PERSON
3218	4	142	,	,	,	
3219	5	142	officially	RB	officially	
3220	6	142	the	DT	the	GPE
3221	7	142	Federative	NNP	federative	GPE
3222	8	142	Republic	NNP	republic	GPE
3223	9	142	of	IN	of	GPE
3224	10	142	Brazil	NNP	brazil	GPE
3225	11	142	(	-LRB-	(	
3226	12	142	Portuguese	JJ	portuguese	NORP
3227	13	142	:	:	:	
3228	14	142	República	NNP	república	PERSON
3229	15	142	Federativa	NNP	federativa	PERSON
3230	16	142	do	VBP	do	
3231	17	142	Brasil	NNP	brasil	GPE
3232	18	142	,	,	,	
3233	1	143	About	RB	about	
3234	2	143	this	DT	this	
3235	3	143	sound	NN	sound	
3236	4	143	listen	VB	listen	
3237	5	143	,	,	,	
3238	6	143	is	VBZ	be	
3239	7	143	the	DT	the	
3240	8	143	largest	JJS	large	
3241	9	143	country	NN	country	
3242	10	143	in	IN	in	
3243	11	143	both	DT	both	
3244	12	143	South	NNP	south	LOC
3245	13	143	America	NNP	america	LOC
3246	14	143	and	CC	and	
3247	15	143	the	DT	the	
3248	16	143	Latin	JJ	latin	NORP
3249	17	143	American	JJ	american	NORP
3250	18	143	region	NN	region	
3251	19	143	.	.	.	
3252	1	144	It	PRP	it	
3253	2	144	is	VBZ	be	
3254	3	144	the	DT	the	
3255	4	144	world	NN	world	
3256	5	144	's	POS	's	
3257	6	144	fifth	JJ	fifth	ORDINAL
3258	7	144	-	HYPH	-	
3259	8	144	largest	JJS	large	
3260	9	144	country	NN	country	
3261	10	144	,	,	,	
3262	11	144	both	CC	both	
3263	12	144	by	IN	by	
3264	13	144	geographical	JJ	geographical	
3265	14	144	area	NN	area	
3266	15	144	and	CC	and	
3267	16	144	by	IN	by	
3268	17	144	population	NN	population	
3269	18	144	.	.	.	
3270	1	145	It	PRP	it	
3271	2	145	is	VBZ	be	
3272	3	145	the	DT	the	
3273	4	145	largest	JJS	large	
3274	5	145	Portuguese	JJ	portuguese	LANGUAGE
3275	6	145	-	HYPH	-	
3276	7	145	speaking	VBG	speak	
3277	8	145	country	NN	country	
3278	9	145	in	IN	in	
3279	10	145	the	DT	the	
3280	11	145	world	NN	world	
3281	12	145	,	,	,	
3282	13	145	and	CC	and	
3283	14	145	the	DT	the	
3284	15	145	only	JJ	only	
3285	16	145	one	CD	one	
3286	17	145	in	IN	in	
3287	18	145	the	DT	the	
3288	19	145	Americas	NNPS	americas	LOC
3289	20	145	.	.	.	
3290	1	146	Bounded	VBN	bound	
3291	2	146	by	IN	by	
3292	3	146	the	DT	the	
3293	4	146	Atlantic	NNP	atlantic	
3294	5	146	Ocean	NNP	ocean	
3295	6	146	on	IN	on	
3296	7	146	the	DT	the	
3297	8	146	east	NN	east	
3298	9	146	,	,	,	
3299	10	146	Brazil	NNP	brazil	GPE
3300	11	146	has	VBZ	have	
3301	12	146	a	DT	a	
3302	13	146	coastline	NN	coastline	
3303	14	146	of	IN	of	
3304	15	146	7,491	CD	7,491	QUANTITY
3305	16	146	km	NNS	km	QUANTITY
3306	17	146	(	-LRB-	(	
3307	18	146	4,655	CD	4,655	
3308	19	146	mi	NN	mi	
3309	20	146	)	-RRB-	)	
3310	21	146	.	.	.	
3311	1	147	It	PRP	it	
3312	2	147	borders	VBZ	border	
3313	3	147	all	DT	all	
3314	4	147	other	JJ	other	
3315	5	147	South	JJ	south	NORP
3316	6	147	American	JJ	american	NORP
3317	7	147	countries	NNS	country	
3318	8	147	except	IN	except	
3319	9	147	Ecuador	NNP	ecuador	GPE
3320	10	147	and	CC	and	
3321	11	147	Chile	NNP	chile	GPE
3322	12	147	and	CC	and	
3323	13	147	occupies	VBZ	occupy	
3324	14	147	47.3	CD	47.3	PERCENT
3325	15	147	percent	NN	percent	PERCENT
3326	16	147	of	IN	of	
3327	17	147	the	DT	the	
3328	18	147	continent	NN	continent	
3329	19	147	of	IN	of	
3330	20	147	South	NNP	south	LOC
3331	21	147	America	NNP	america	LOC
3332	22	147	.	.	.	
3333	1	148	Its	PRP$	its	
3334	2	148	Amazon	NNP	amazon	LOC
3335	3	148	River	NNP	river	LOC
3336	4	148	basin	NN	basin	
3337	5	148	includes	VBZ	include	
3338	6	148	a	DT	a	
3339	7	148	vast	JJ	vast	
3340	8	148	tropical	JJ	tropical	
3341	9	148	forest	NN	forest	
3342	10	148	,	,	,	
3343	11	148	home	NN	home	
3344	12	148	to	TO	to	
3345	13	148	diverse	JJ	diverse	
3346	14	148	wildlife	NN	wildlife	
3347	15	148	,	,	,	
3348	16	148	a	DT	a	
3349	17	148	variety	NN	variety	
3350	18	148	of	IN	of	
3351	19	148	ecological	JJ	ecological	
3352	20	148	systems	NNS	system	
3353	21	148	,	,	,	
3354	22	148	and	CC	and	
3355	23	148	extensive	JJ	extensive	
3356	24	148	natural	JJ	natural	
3357	25	148	resources	NNS	resource	
3358	26	148	spanning	VBG	span	
3359	27	148	numerous	JJ	numerous	
3360	28	148	protected	VBN	protect	
3361	29	148	habitats	NNS	habitat	
3362	30	148	.	.	.	
3363	1	149	This	DT	this	
3364	2	149	unique	JJ	unique	
3365	3	149	environmental	JJ	environmental	
3366	4	149	heritage	NN	heritage	
3367	5	149	makes	VBZ	make	
3368	6	149	Brazil	NNP	brazil	GPE
3369	7	149	one	CD	one	CARDINAL
3370	8	149	of	IN	of	
3371	9	149	17	CD	17	CARDINAL
3372	10	149	megadiverse	NN	megadiverse	
3373	11	149	countries	NNS	country	
3374	12	149	,	,	,	
3375	13	149	and	CC	and	
3376	14	149	is	VBZ	be	
3377	15	149	the	DT	the	
3378	16	149	subject	NN	subject	
3379	17	149	of	IN	of	
3380	18	149	significant	JJ	significant	
3381	19	149	global	JJ	global	
3382	20	149	interest	NN	interest	
3383	21	149	and	CC	and	
3384	22	149	debate	NN	debate	
3385	23	149	regarding	VBG	regard	
3386	24	149	deforestation	NN	deforestation	
3387	25	149	and	CC	and	
3388	26	149	environmental	JJ	environmental	
3389	27	149	protection	NN	protection	
3390	28	149	.	.	.	
3391	1	150	Brazil	NNP	brazil	GPE
3392	2	150	was	VBD	be	
3393	3	150	inhabited	VBN	inhabit	
3394	4	150	by	IN	by	
3395	5	150	numerous	JJ	numerous	
3396	6	150	tribal	JJ	tribal	
3397	7	150	nations	NNS	nation	
3398	8	150	prior	RB	prior	
3399	9	150	to	IN	to	
3400	10	150	the	DT	the	
3401	11	150	landing	NN	landing	
3402	12	150	in	IN	in	
3403	13	150	1500	CD	1500	CARDINAL
3404	14	150	of	IN	of	
3405	15	150	explorer	NN	explorer	
3406	16	150	Pedro	NNP	pedro	PERSON
3407	17	150	Álvares	NNP	álvares	PERSON
3408	18	150	Cabral	NNP	cabral	
3409	19	150	,	,	,	
3410	20	150	who	WP	who	
3411	21	150	claimed	VBD	claim	
3412	22	150	the	DT	the	
3413	23	150	area	NN	area	
3414	24	150	for	IN	for	
3415	25	150	the	DT	the	
3416	26	150	Portuguese	NNP	portuguese	
3417	27	150	Empire	NNP	empire	
3418	28	150	.	.	.	
3419	1	151	Brazil	NNP	brazil	GPE
3420	2	151	remained	VBD	remain	
3421	3	151	a	DT	a	
3422	4	151	Portuguese	JJ	portuguese	NORP
3423	5	151	colony	NN	colony	
3424	6	151	until	IN	until	
3425	7	151	1808	CD	1808	DATE
3426	8	151	,	,	,	
3427	9	151	when	WRB	when	
3428	10	151	the	DT	the	
3429	11	151	capital	NN	capital	
3430	12	151	of	IN	of	
3431	13	151	the	DT	the	
3432	14	151	empire	NN	empire	
